PAYMENT__0000167,LOAN_ID_0000003,2018-01-08,235.7140423537923,CASH
PAYMENT__0000168,LOAN_ID_0000006,2020-02-02,147.2748434891646,CARD
PAYMENT__0000169,LOAN_ID_0000067,2020-05-20,476.03591584586445,CARD
PAYMENT__0000170,LOAN_ID_0000020,2021-12-20,331.7382849245836,TRANSFER
PAYMENT__0000171,LOAN_ID_0000005,2021-12-09,156.63618889121622,CARD
PAYMENT__0000172,LOAN_ID_0000003,2020-06-16,462.87155126934965,CARD
PAYMENT__0000173,LOAN_ID_0000006,2019-03-06,380.51872446771387,TRANSFER
PAYMENT__0000174,LOAN_ID_0000002,2018-10-12,353.06458190070987,CASH
PAYMENT__0000175,LOAN_ID_0000013,2020-05-16,344.4903557619136,CARD
PAYMENT__0000176,LOAN_ID_0000009,2018-05-30,145.6718727861151,CARD
PAYMENT__0000177,LOAN_ID_0000079,2019-01-19,125.24404467479444,TRANSFER
PAYMENT__0000178,LOAN_ID_0000055,2019-09-15,424.60841189591866,CARD
PAYMENT__0000179,LOAN_ID_0000052,2019-08-20,148.32097582773346,CARD
PAYMENT__0000180,LOAN_ID_0000074,2020-11-15,154.93176079270205,TRANSFER
PAYMENT__0000181,LOAN_ID_0000006,2021-02-20,169.3790594801418,TRANSFER
PAYMENT__0000182,LOAN_ID_0000016,2019-05-08,156.49472104772948,CASH
PAYMENT__0000183,LOAN_ID_0000022,2021-09-20,247.97093735160746,TRANSFER
PAYMENT__0000184,LOAN_ID_0000057,2019-03-07,470.2702122389847,TRANSFER
PAYMENT__0000185,LOAN_ID_0000018,2018-05-17,416.4209182481966,CARD
PAYMENT__0000186,LOAN_ID_0000079,2019-12-04,411.0646550588419,TRANSFER
PAYMENT__0000187,LOAN_ID_0000063,2018-04-08,102.53983142144678,TRANSFER
PAYMENT__0000188,LOAN_ID_0000012,2021-10-11,360.7023167423323,CASH
PAYMENT__0000189,LOAN_ID_0000054,2021-09-14,422.96472129893516,CASH
PAYMENT__0000190,LOAN_ID_0000017,2018-12-21,157.23514449544462,CASH
PAYMENT__0000191,LOAN_ID_0000067,2020-05-04,264.81252980009833,TRANSFER
PAYMENT__0000192,LOAN_ID_0000079,2021-09-10,115.04848479113568,TRANSFER
PAYMENT__0000193,LOAN_ID_0000064,2021-03-31,480.11922564512844,CARD
PAYMENT__0000194,LOAN_ID_0000039,2019-10-07,267.51434804371013,CARD
PAYMENT__0000195,LOAN_ID_0000031,2018-11-22,147.00312908471676,CARD
PAYMENT__0000196,LOAN_ID_0000013,2021-04-14,244.76052183726745,CARD
PAYMENT__0000197,LOAN_ID_0000065,2019-01-17,285.68640282848855,CARD
PAYMENT__0000198,LOAN_ID_0000027,2019-05-14,121.2276077083319,TRANSFER
PAYMENT__0000199,LOAN_ID_0000020,2021-08-28,437.5126778142864,CASH
PAYMENT__0000200,LOAN_ID_0000064,2018-10-21,163.9038374130208,TRANSFER
PAYMENT__0000201,LOAN_ID_0000007,2021-06-06,245.67722763140355,TRANSFER
PAYMENT__0000202,LOAN_ID_0000056,2019-03-23,233.71785168891947,CASH
PAYMENT__0000203,LOAN_ID_0000006,2018-05-26,396.16675392525366,CARD
PAYMENT__0000204,LOAN_ID_0000023,2018-09-13,414.1968072326935,CASH
PAYMENT__0000205,LOAN_ID_0000066,2018-06-19,128.3437993975853,TRANSFER
PAYMENT__0000206,LOAN_ID_0000057,2021-02-19,331.904710310615,CASH
PAYMENT__0000207,LOAN_ID_0000026,2022-01-02,370.74101835004313,CASH
PAYMENT__0000208,LOAN_ID_0000030,2018-06-07,230.4528898828687,TRANSFER
PAYMENT__0000209,LOAN_ID_0000031,2021-12-13,265.03818294372047,TRANSFER
PAYMENT__0000210,LOAN_ID_0000049,2019-01-19,129.4118865459867,CARD
PAYMENT__0000211,LOAN_ID_0000063,2018-02-13,456.1955375548156,TRANSFER
PAYMENT__0000212,LOAN_ID_0000028,2021-03-26,281.9963490309142,CASH
PAYMENT__0000213,LOAN_ID_0000048,2018-07-31,283.09607720321776,TRANSFER
PAYMENT__0000214,LOAN_ID_0000046,2019-04-30,180.88435630765957,TRANSFER
PAYMENT__0000215,LOAN_ID_0000005,2021-09-11,327.46633309022104,CASH
PAYMENT__0000216,LOAN_ID_0000018,2018-06-09,440.6605466173121,CASH
PAYMENT__0000217,LOAN_ID_0000054,2018-10-10,404.13583321444986,TRANSFER
PAYMENT__0000218,LOAN_ID_0000038,2021-03-14,162.7152496264784,CARD
PAYMENT__0000219,LOAN_ID_0000079,2018-10-08,331.24857834022,CARD
PAYMENT__0000220,LOAN_ID_0000030,2018-04-20,264.6784569530897,CARD
PAYMENT__0000221,LOAN_ID_0000063,2019-01-11,336.63234851804077,CASH
PAYMENT__0000222,LOAN_ID_0000036,2017-11-23,392.0071018579911,CARD
PAYMENT__0000223,LOAN_ID_0000032,2019-03-16,230.91837893202518,CARD
PAYMENT__0000224,LOAN_ID_0000029,2021-02-17,478.50094183972385,CARD
PAYMENT__0000225,LOAN_ID_0000001,2020-02-27,492.07361651725824,TRANSFER
PAYMENT__0000226,LOAN_ID_0000061,2021-12-05,407.4425563341866,TRANSFER
PAYMENT__0000227,LOAN_ID_0000055,2020-10-16,257.72806250831286,CARD
PAYMENT__0000228,LOAN_ID_0000013,2020-05-08,298.11401736888735,TRANSFER
PAYMENT__0000229,LOAN_ID_0000072,2022-01-14,104.96919659721802,CARD
PAYMENT__0000230,LOAN_ID_0000053,2019-01-14,153.08480071546342,CASH
PAYMENT__0000231,LOAN_ID_0000031,2021-06-12,499.5806637130067,TRANSFER
PAYMENT__0000232,LOAN_ID_0000062,2021-07-26,221.93464088977225,CARD
PAYMENT__0000233,LOAN_ID_0000059,2021-01-05,398.914678644121,TRANSFER
PAYMENT__0000234,LOAN_ID_0000059,2020-05-31,408.73400312252016,CARD
PAYMENT__0000235,LOAN_ID_0000052,2018-11-07,415.9434851156229,CASH
PAYMENT__0000236,LOAN_ID_0000060,2021-10-05,353.36092114854944,CARD
PAYMENT__0000237,LOAN_ID_0000010,2019-12-22,457.3737761102636,CASH
PAYMENT__0000238,LOAN_ID_0000068,2017-12-30,218.6359924849935,CASH
PAYMENT__0000239,LOAN_ID_0000079,2020-11-08,330.09174702906233,TRANSFER
PAYMENT__0000240,LOAN_ID_0000011,2021-04-17,452.3388991823634,CARD
PAYMENT__0000241,LOAN_ID_0000008,2020-09-13,478.12889191509515,CARD
PAYMENT__0000242,LOAN_ID_0000047,2018-02-07,144.38661749051505,CASH
PAYMENT__0000243,LOAN_ID_0000060,2021-04-14,116.34973396531088,CASH
PAYMENT__0000244,LOAN_ID_0000023,2021-06-13,323.51618321202295,TRANSFER
PAYMENT__0000245,LOAN_ID_0000072,2021-10-16,409.43020345184976,TRANSFER
PAYMENT__0000246,LOAN_ID_0000043,2019-02-25,315.85353050696153,CARD
PAYMENT__0000247,LOAN_ID_0000062,2021-12-13,475.6591729887639,CARD
PAYMENT__0000248,LOAN_ID_0000027,2022-01-14,398.0066858556446,TRANSFER
PAYMENT__0000249,LOAN_ID_0000042,2019-10-17,459.17321523236586,CARD
PAYMENT__0000250,LOAN_ID_0000055,2019-05-15,121.78399879744401,CASH
PAYMENT__0000251,LOAN_ID_0000045,2020-05-08,294.4907620592418,CARD
PAYMENT__0000252,LOAN_ID_0000016,2020-06-13,383.93011549682757,CARD
PAYMENT__0000253,LOAN_ID_0000069,2019-06-15,280.7913530497291,CASH
PAYMENT__0000254,LOAN_ID_0000009,2018-11-14,456.76128531688147,CASH
PAYMENT__0000255,LOAN_ID_0000012,2018-04-07,256.2730011282738,TRANSFER
PAYMENT__0000256,LOAN_ID_0000037,2018-03-31,143.7459682368225,CASH
PAYMENT__0000257,LOAN_ID_0000015,2021-09-21,159.18161718943335,TRANSFER
PAYMENT__0000258,LOAN_ID_0000027,2020-09-25,480.84190674804506,TRANSFER
PAYMENT__0000259,LOAN_ID_0000038,2020-02-25,487.8298422169786,CARD
PAYMENT__0000260,LOAN_ID_0000017,2020-06-21,238.68009871283164,CASH
PAYMENT__0000261,LOAN_ID_0000003,2019-06-14,175.62426347419472,TRANSFER
PAYMENT__0000262,LOAN_ID_0000030,2020-09-23,357.8688124891441,CASH
PAYMENT__0000263,LOAN_ID_0000075,2019-09-27,362.3042006672955,CASH
PAYMENT__0000264,LOAN_ID_0000063,2021-02-21,366.34213834066264,CARD
PAYMENT__0000265,LOAN_ID_0000071,2020-04-23,283.2028368237088,CARD
PAYMENT__0000266,LOAN_ID_0000017,2019-07-14,168.69485017439038,CASH
PAYMENT__0000267,LOAN_ID_0000030,2020-07-12,248.7609266362311,CASH
PAYMENT__0000268,LOAN_ID_0000007,2018-08-24,241.24835814351448,CASH
PAYMENT__0000269,LOAN_ID_0000022,2021-04-13,469.6526561999019,CARD
PAYMENT__0000270,LOAN_ID_0000069,2019-06-01,172.91220418574238,TRANSFER
PAYMENT__0000271,LOAN_ID_0000020,2018-09-20,195.16212975060142,TRANSFER
PAYMENT__0000272,LOAN_ID_0000041,2021-01-13,150.5894048240442,CASH
PAYMENT__0000273,LOAN_ID_0000048,2018-11-06,182.06214476372966,CARD
PAYMENT__0000274,LOAN_ID_0000005,2021-07-19,226.7775058091359,CASH
PAYMENT__0000275,LOAN_ID_0000019,2019-11-27,279.37163871486956,TRANSFER
PAYMENT__0000276,LOAN_ID_0000069,2019-07-04,148.5960093749582,TRANSFER
PAYMENT__0000277,LOAN_ID_0000052,2020-08-12,407.40726633484326,CASH
PAYMENT__0000278,LOAN_ID_0000041,2018-09-09,101.7177223269646,CARD
PAYMENT__0000279,LOAN_ID_0000070,2020-08-29,232.51225843204244,CARD
PAYMENT__0000280,LOAN_ID_0000038,2020-06-21,458.3909818226909,CARD
PAYMENT__0000281,LOAN_ID_0000019,2020-12-25,391.41751500034565,CASH
PAYMENT__0000282,LOAN_ID_0000044,2021-09-05,144.92624918115294,CASH
PAYMENT__0000283,LOAN_ID_0000006,2018-08-06,371.2033347814083,TRANSFER
PAYMENT__0000284,LOAN_ID_0000040,2017-12-14,260.6519687697946,TRANSFER
PAYMENT__0000285,LOAN_ID_0000058,2019-10-26,136.99245252122424,TRANSFER
PAYMENT__0000286,LOAN_ID_0000078,2021-05-30,178.05989856550525,CARD
PAYMENT__0000287,LOAN_ID_0000029,2019-05-17,178.28626937433674,TRANSFER
PAYMENT__0000288,LOAN_ID_0000069,2020-04-24,370.82535526620677,TRANSFER
PAYMENT__0000289,LOAN_ID_0000066,2020-01-10,177.78001573820518,CASH
PAYMENT__0000290,LOAN_ID_0000078,2021-03-17,304.6223370534246,TRANSFER
PAYMENT__0000291,LOAN_ID_0000047,2020-01-17,159.178375351321,CASH
PAYMENT__0000292,LOAN_ID_0000048,2019-12-24,249.13246039209005,CASH
PAYMENT__0000293,LOAN_ID_0000045,2019-10-14,223.23413782573826,CASH
PAYMENT__0000294,LOAN_ID_0000072,2018-04-22,186.2780622477929,CASH
PAYMENT__0000295,LOAN_ID_0000054,2020-04-18,215.4536073320816,CARD
PAYMENT__0000296,LOAN_ID_0000055,2021-11-25,458.5715306228214,TRANSFER
PAYMENT__0000297,LOAN_ID_0000076,2021-03-02,134.43118972670817,TRANSFER
PAYMENT__0000298,LOAN_ID_0000039,2020-06-23,495.3529711589987,CARD
PAYMENT__0000299,LOAN_ID_0000043,2018-03-09,473.2611982825258,CARD
PAYMENT__0000300,LOAN_ID_0000049,2018-04-24,102.64754715401124,CARD
