ACCOUNT__0000024,CUSTOMER_0000018,BRANCH_I_0000003,CREDIT,SGD,2019-12-16,BLOCKED,11349.346889444101
ACCOUNT__0000025,CUSTOMER_0000065,BRANCH_I_0000009,SAVINGS,USD,2019-04-22,CLOSED,5148.659217959572
ACCOUNT__0000026,CUSTOMER_0000085,BRANCH_I_0000016,CHECKING,GBP,2020-05-06,BLOCKED,817.6992249381137
ACCOUNT__0000027,CUSTOMER_0000098,BRANCH_I_0000018,LOAN,GBP,2019-06-09,ACTIVE,12163.556048320403
ACCOUNT__0000028,CUSTOMER_0000031,BRANCH_I_0000019,LOAN,USD,2021-12-24,BLOCKED,-4236.172265797217
ACCOUNT__0000029,CUSTOMER_0000096,BRANCH_I_0000016,LOAN,USD,2021-05-09,CLOSED,12164.31742654624
ACCOUNT__0000030,CUSTOMER_0000064,BRANCH_I_0000002,CHECKING,GBP,2020-12-09,BLOCKED,10219.75548383877
ACCOUNT__0000031,CUSTOMER_0000057,BRANCH_I_0000004,LOAN,USD,2018-06-10,BLOCKED,10241.326998611337
ACCOUNT__0000032,CUSTOMER_0000020,BRANCH_I_0000003,LOAN,SGD,2019-02-12,BLOCKED,5907.039509134966
ACCOUNT__0000033,CUSTOMER_0000051,BRANCH_I_0000003,CREDIT,EUR,2020-08-15,BLOCKED,11697.442870896833
ACCOUNT__0000034,CUSTOMER_0000081,BRANCH_I_0000016,SAVINGS,AUD,2018-12-12,CLOSED,6976.992552103542
ACCOUNT__0000035,CUSTOMER_0000037,BRANCH_I_0000008,SAVINGS,GBP,2018-03-08,CLOSED,7318.089513258163
ACCOUNT__0000036,CUSTOMER_0000013,BRANCH_I_0000015,CHECKING,AUD,2017-10-17,ACTIVE,676.5566686727889
ACCOUNT__0000037,CUSTOMER_0000008,BRANCH_I_0000010,CREDIT,USD,2018-06-13,ACTIVE,4295.410567603301
ACCOUNT__0000038,CUSTOMER_0000073,BRANCH_I_0000006,CHECKING,USD,2021-01-18,BLOCKED,5844.9314494047685
ACCOUNT__0000039,CUSTOMER_0000031,BRANCH_I_0000016,CHECKING,USD,2021-03-17,BLOCKED,3042.483735592792
ACCOUNT__0000040,CUSTOMER_0000086,BRANCH_I_0000001,LOAN,HKD,2021-06-06,CLOSED,-2235.4266137437285
ACCOUNT__0000041,CUSTOMER_0000057,BRANCH_I_0000012,CREDIT,AUD,2020-01-04,CLOSED,-623.2810728652285
ACCOUNT__0000042,CUSTOMER_0000039,BRANCH_I_0000007,LOAN,EUR,2018-03-25,ACTIVE,1673.8752090085081
ACCOUNT__0000043,CUSTOMER_0000046,BRANCH_I_0000019,CREDIT,HKD,2019-04-15,ACTIVE,12114.028480095098
ACCOUNT__0000044,CUSTOMER_0000085,BRANCH_I_0000013,CREDIT,USD,2021-06-23,CLOSED,12038.049294488683
ACCOUNT__0000045,CUSTOMER_0000078,BRANCH_I_0000016,CREDIT,SGD,2018-12-03,CLOSED,9033.809257042532
ACCOUNT__0000046,CUSTOMER_0000029,BRANCH_I_0000007,CREDIT,AUD,2021-09-03,CLOSED,6914.964148185398
ACCOUNT__0000047,CUSTOMER_0000018,BRANCH_I_0000004,SAVINGS,USD,2020-02-07,ACTIVE,5142.541593947048
ACCOUNT__0000048,CUSTOMER_0000094,BRANCH_I_0000005,SAVINGS,HKD,2019-06-19,CLOSED,2271.304134828605
ACCOUNT__0000049,CUSTOMER_0000026,BRANCH_I_0000005,CREDIT,GBP,2019-02-28,ACTIVE,-503.02352014290955
ACCOUNT__0000050,CUSTOMER_0000062,BRANCH_I_0000010,CREDIT,EUR,2020-04-04,ACTIVE,-2536.7522373970532
ACCOUNT__0000051,CUSTOMER_0000029,BRANCH_I_0000013,CREDIT,USD,2019-11-05,ACTIVE,-371.9748788325833
ACCOUNT__0000052,CUSTOMER_0000016,BRANCH_I_0000015,CREDIT,AUD,2021-05-26,BLOCKED,5229.801603912905
ACCOUNT__0000053,CUSTOMER_0000082,BRANCH_I_0000012,SAVINGS,AUD,2020-04-10,ACTIVE,5842.070173279268
ACCOUNT__0000054,CUSTOMER_0000072,BRANCH_I_0000011,CHECKING,AUD,2021-03-12,BLOCKED,10914.28367248811
ACCOUNT__0000055,CUSTOMER_0000039,BRANCH_I_0000014,SAVINGS,USD,2017-11-03,BLOCKED,12428.729058213015
ACCOUNT__0000056,CUSTOMER_0000015,BRANCH_I_0000004,CHECKING,EUR,2018-05-23,BLOCKED,2938.76574555562
ACCOUNT__0000057,CUSTOMER_0000086,BRANCH_I_0000018,LOAN,GBP,2021-09-15,ACTIVE,10494.74121824264
ACCOUNT__0000058,CUSTOMER_0000084,BRANCH_I_0000004,LOAN,AUD,2019-03-14,ACTIVE,7079.911615582363
ACCOUNT__0000059,CUSTOMER_0000028,BRANCH_I_0000015,LOAN,HKD,2019-08-31,ACTIVE,12166.235070671173
ACCOUNT__0000060,CUSTOMER_0000048,BRANCH_I_0000018,CREDIT,USD,2019-03-07,ACTIVE,11943.62032888677
ACCOUNT__0000061,CUSTOMER_0000059,BRANCH_I_0000003,CHECKING,AUD,2020-12-23,ACTIVE,-4114.876063399723
ACCOUNT__0000062,CUSTOMER_0000043,BRANCH_I_0000008,CHECKING,SGD,2018-10-13,ACTIVE,9521.812151299819
ACCOUNT__0000063,CUSTOMER_0000071,BRANCH_I_0000007,CHECKING,EUR,2018-12-09,BLOCKED,8551.45011158435
ACCOUNT__0000064,CUSTOMER_0000077,BRANCH_I_0000001,CREDIT,EUR,2018-06-11,ACTIVE,4453.770495105149
ACCOUNT__0000065,CUSTOMER_0000023,BRANCH_I_0000004,SAVINGS,USD,2019-08-22,ACTIVE,5304.926135882739
ACCOUNT__0000066,CUSTOMER_0000003,BRANCH_I_0000006,CREDIT,USD,2021-10-16,BLOCKED,4206.496715462674
ACCOUNT__0000067,CUSTOMER_0000096,BRANCH_I_0000003,LOAN,GBP,2019-08-30,CLOSED,5389.155312690475
ACCOUNT__0000068,CUSTOMER_0000058,BRANCH_I_0000017,CHECKING,HKD,2017-11-15,CLOSED,8706.472429656644
ACCOUNT__0000069,CUSTOMER_0000085,BRANCH_I_0000017,CREDIT,GBP,2017-10-21,ACTIVE,12475.26821406322
ACCOUNT__0000070,CUSTOMER_0000052,BRANCH_I_0000014,SAVINGS,GBP,2020-02-13,ACTIVE,10737.168389661858
ACCOUNT__0000071,CUSTOMER_0000042,BRANCH_I_0000020,CHECKING,USD,2019-03-05,CLOSED,6078.8426752677715
ACCOUNT__0000072,CUSTOMER_0000071,BRANCH_I_0000011,LOAN,HKD,2020-08-09,BLOCKED,2940.019807570753
ACCOUNT__0000073,CUSTOMER_0000078,BRANCH_I_0000014,SAVINGS,SGD,2018-04-10,CLOSED,6391.041635422844
ACCOUNT__0000074,CUSTOMER_0000099,BRANCH_I_0000018,CHECKING,GBP,2018-11-29,BLOCKED,931.3033296155663
ACCOUNT__0000075,CUSTOMER_0000059,BRANCH_I_0000013,LOAN,SGD,2019-05-21,BLOCKED,469.16249498268644
ACCOUNT__0000076,CUSTOMER_0000033,BRANCH_I_0000012,CHECKING,AUD,2020-04-16,ACTIVE,-3403.5662035941486
ACCOUNT__0000077,CUSTOMER_0000011,BRANCH_I_0000003,LOAN,USD,2021-10-10,BLOCKED,9205.962492354365
ACCOUNT__0000078,CUSTOMER_0000072,BRANCH_I_0000002,CREDIT,AUD,2019-12-08,BLOCKED,10288.129014100574
ACCOUNT__0000079,CUSTOMER_0000097,BRANCH_I_0000014,SAVINGS,HKD,2020-12-30,BLOCKED,1153.8082496301076
ACCOUNT__0000080,CUSTOMER_0000074,BRANCH_I_0000017,CHECKING,USD,2020-05-02,ACTIVE,9827.30984236167
ACCOUNT__0000081,CUSTOMER_0000045,BRANCH_I_0000018,CREDIT,USD,2019-03-12,CLOSED,-1042.21584926267
ACCOUNT__0000082,CUSTOMER_0000055,BRANCH_I_0000018,SAVINGS,AUD,2021-04-27,CLOSED,-319.6648098030637
ACCOUNT__0000083,CUSTOMER_0000024,BRANCH_I_0000009,CREDIT,HKD,2019-08-07,ACTIVE,-1825.4027312800486
ACCOUNT__0000084,CUSTOMER_0000019,BRANCH_I_0000019,LOAN,USD,2021-10-14,CLOSED,12006.680578265332
ACCOUNT__0000085,CUSTOMER_0000012,BRANCH_I_0000017,CHECKING,USD,2020-03-05,BLOCKED,-2245.337672710948
ACCOUNT__0000086,CUSTOMER_0000040,BRANCH_I_0000011,SAVINGS,EUR,2018-07-03,ACTIVE,8202.627884687245
ACCOUNT__0000087,CUSTOMER_0000007,BRANCH_I_0000003,CREDIT,GBP,2020-01-04,BLOCKED,5623.83013021777
ACCOUNT__0000088,CUSTOMER_0000054,BRANCH_I_0000009,CHECKING,SGD,2018-04-09,BLOCKED,2523.4885844630808
ACCOUNT__0000089,CUSTOMER_0000037,BRANCH_I_0000019,LOAN,GBP,2019-05-12,ACTIVE,-1140.9273787058196
ACCOUNT__0000090,CUSTOMER_0000077,BRANCH_I_0000002,SAVINGS,USD,2018-10-25,ACTIVE,8372.815675821834
ACCOUNT__0000091,CUSTOMER_0000038,BRANCH_I_0000011,SAVINGS,USD,2021-10-26,BLOCKED,-1925.34096717276
ACCOUNT__0000092,CUSTOMER_0000049,BRANCH_I_0000018,CHECKING,GBP,2021-05-18,BLOCKED,-3738.678809637238
ACCOUNT__0000093,CUSTOMER_0000095,BRANCH_I_0000002,LOAN,USD,2018-01-25,BLOCKED,5075.785312894544
ACCOUNT__0000094,CUSTOMER_0000074,BRANCH_I_0000013,LOAN,USD,2019-11-26,ACTIVE,11908.494593079708
ACCOUNT__0000095,CUSTOMER_0000022,BRANCH_I_0000020,LOAN,EUR,2019-08-30,ACTIVE,2642.456142443987
ACCOUNT__0000096,CUSTOMER_0000014,BRANCH_I_0000008,LOAN,GBP,2020-07-27,ACTIVE,1925.917195038327
ACCOUNT__0000097,CUSTOMER_0000040,BRANCH_I_0000011,CHECKING,USD,2018-07-29,ACTIVE,3933.4574794875953
ACCOUNT__0000098,CUSTOMER_0000015,BRANCH_I_0000017,CHECKING,HKD,2019-08-04,BLOCKED,7729.134349293325
ACCOUNT__0000099,CUSTOMER_0000083,BRANCH_I_0000005,CHECKING,USD,2019-01-25,ACTIVE,-1963.7671072633407
ACCOUNT__0000100,CUSTOMER_0000020,BRANCH_I_0000003,CHECKING,HKD,2021-02-25,BLOCKED,3119.178698977842
ACCOUNT__0000101,CUSTOMER_0000073,BRANCH_I_0000019,LOAN,AUD,2020-10-18,CLOSED,6117.720583560385
ACCOUNT__0000102,CUSTOMER_0000080,BRANCH_I_0000011,CREDIT,USD,2018-01-05,BLOCKED,2738.6411171349846
ACCOUNT__0000103,CUSTOMER_0000039,BRANCH_I_0000009,SAVINGS,USD,2018-01-17,BLOCKED,3080.4935128129464
ACCOUNT__0000104,CUSTOMER_0000005,BRANCH_I_0000002,CREDIT,EUR,2018-01-23,CLOSED,10124.375593691684
ACCOUNT__0000105,CUSTOMER_0000012,BRANCH_I_0000020,LOAN,GBP,2020-09-27,CLOSED,10677.843397244045
ACCOUNT__0000106,CUSTOMER_0000058,BRANCH_I_0000019,CHECKING,USD,2020-04-19,CLOSED,-2359.931157826326
ACCOUNT__0000107,CUSTOMER_0000008,BRANCH_I_0000015,SAVINGS,EUR,2019-07-23,CLOSED,-3524.240189570133
ACCOUNT__0000108,CUSTOMER_0000083,BRANCH_I_0000006,SAVINGS,USD,2020-02-01,BLOCKED,4171.199680478054
ACCOUNT__0000109,CUSTOMER_0000079,BRANCH_I_0000006,CREDIT,USD,2019-03-21,BLOCKED,2153.4644518281057
ACCOUNT__0000110,CUSTOMER_0000044,BRANCH_I_0000020,SAVINGS,SGD,2021-04-05,BLOCKED,-3846.5425501049444
ACCOUNT__0000111,CUSTOMER_0000013,BRANCH_I_0000018,LOAN,USD,2021-09-09,CLOSED,11877.175501443424
ACCOUNT__0000112,CUSTOMER_0000078,BRANCH_I_0000005,CREDIT,USD,2021-05-09,ACTIVE,11043.062963499602
ACCOUNT__0000113,CUSTOMER_0000040,BRANCH_I_0000013,CHECKING,GBP,2018-02-08,BLOCKED,4781.136226593611
ACCOUNT__0000114,CUSTOMER_0000083,BRANCH_I_0000011,CHECKING,AUD,2021-10-10,CLOSED,10967.839745520678
ACCOUNT__0000115,CUSTOMER_0000012,BRANCH_I_0000014,CREDIT,USD,2019-05-13,ACTIVE,11645.462987932351
ACCOUNT__0000116,CUSTOMER_0000044,BRANCH_I_0000016,CHECKING,USD,2018-05-27,ACTIVE,-3649.611024734664
ACCOUNT__0000117,CUSTOMER_0000013,BRANCH_I_0000017,SAVINGS,AUD,2021-12-05,CLOSED,-2706.6417749836096
ACCOUNT__0000118,CUSTOMER_0000049,BRANCH_I_0000005,CHECKING,USD,2021-07-07,CLOSED,9158.265093687769
ACCOUNT__0000119,CUSTOMER_0000022,BRANCH_I_0000015,SAVINGS,GBP,2021-06-04,CLOSED,-843.2214746788113
ACCOUNT__0000120,CUSTOMER_0000057,BRANCH_I_0000020,CREDIT,SGD,2020-02-24,ACTIVE,4345.19511971957
ACCOUNT__0000121,CUSTOMER_0000040,BRANCH_I_0000016,CHECKING,USD,2020-10-30,BLOCKED,3079.399622717311
ACCOUNT__0000122,CUSTOMER_0000037,BRANCH_I_0000013,LOAN,HKD,2018-10-01,CLOSED,-2578.025644439954
ACCOUNT__0000123,CUSTOMER_0000033,BRANCH_I_0000002,LOAN,EUR,2020-09-27,ACTIVE,7449.517099582514
ACCOUNT__0000124,CUSTOMER_0000067,BRANCH_I_0000004,CREDIT,USD,2018-07-13,BLOCKED,2863.0863565419513
ACCOUNT__0000125,CUSTOMER_0000066,BRANCH_I_0000005,LOAN,USD,2018-11-16,BLOCKED,10481.02104006513
ACCOUNT__0000126,CUSTOMER_0000004,BRANCH_I_0000014,SAVINGS,USD,2019-09-23,ACTIVE,1757.9070657804123
ACCOUNT__0000127,CUSTOMER_0000011,BRANCH_I_0000012,CHECKING,USD,2018-03-09,CLOSED,6374.311975148179
ACCOUNT__0000128,CUSTOMER_0000019,BRANCH_I_0000005,SAVINGS,USD,2020-04-12,CLOSED,9544.433503813087
ACCOUNT__0000129,CUSTOMER_0000098,BRANCH_I_0000016,LOAN,AUD,2018-01-28,ACTIVE,-521.3312523517179
ACCOUNT__0000130,CUSTOMER_0000020,BRANCH_I_0000018,LOAN,USD,2019-04-01,ACTIVE,270.1459052588498
ACCOUNT__0000131,CUSTOMER_0000007,BRANCH_I_0000008,LOAN,AUD,2021-02-14,BLOCKED,-3900.874857306383
ACCOUNT__0000132,CUSTOMER_0000064,BRANCH_I_0000020,SAVINGS,AUD,2020-11-08,ACTIVE,7574.525736366171
ACCOUNT__0000133,CUSTOMER_0000038,BRANCH_I_0000014,SAVINGS,AUD,2018-12-24,CLOSED,2289.932916149447
ACCOUNT__0000134,CUSTOMER_0000086,BRANCH_I_0000003,CREDIT,USD,2020-07-31,CLOSED,3878.234690146266
ACCOUNT__0000135,CUSTOMER_0000065,BRANCH_I_0000018,SAVINGS,USD,2020-04-07,ACTIVE,6124.2388507010255
ACCOUNT__0000136,CUSTOMER_0000048,BRANCH_I_0000009,SAVINGS,USD,2018-01-04,BLOCKED,-780.2963232512193
ACCOUNT__0000137,CUSTOMER_0000085,BRANCH_I_0000004,CREDIT,USD,2019-08-10,CLOSED,924.5770181447633
ACCOUNT__0000138,CUSTOMER_0000083,BRANCH_I_0000006,LOAN,HKD,2020-04-25,CLOSED,-1810.1350277572178
ACCOUNT__0000139,CUSTOMER_0000018,BRANCH_I_0000003,LOAN,USD,2018-10-05,ACTIVE,8844.41123150827
ACCOUNT__0000140,CUSTOMER_0000006,BRANCH_I_0000011,CREDIT,GBP,2020-09-04,BLOCKED,-567.0091089541957
ACCOUNT__0000141,CUSTOMER_0000097,BRANCH_I_0000007,CREDIT,USD,2022-01-04,ACTIVE,10151.469848866007
ACCOUNT__0000142,CUSTOMER_0000043,BRANCH_I_0000009,SAVINGS,SGD,2020-01-30,BLOCKED,8007.884846593372
ACCOUNT__0000143,CUSTOMER_0000050,BRANCH_I_0000011,CHECKING,GBP,2020-06-02,BLOCKED,11175.433165971863
ACCOUNT__0000144,CUSTOMER_0000067,BRANCH_I_0000009,SAVINGS,SGD,2018-01-27,BLOCKED,5542.932729528977
ACCOUNT__0000145,CUSTOMER_0000024,BRANCH_I_0000018,CREDIT,USD,2018-01-29,BLOCKED,6566.0863755173905
ACCOUNT__0000146,CUSTOMER_0000040,BRANCH_I_0000015,LOAN,USD,2020-02-14,BLOCKED,2824.7690442295007
ACCOUNT__0000147,CUSTOMER_0000094,BRANCH_I_0000012,LOAN,USD,2017-12-14,ACTIVE,6745.718055639187
ACCOUNT__0000148,CUSTOMER_0000052,BRANCH_I_0000012,CHECKING,HKD,2018-06-07,CLOSED,6866.555259920353
ACCOUNT__0000149,CUSTOMER_0000057,BRANCH_I_0000002,CHECKING,USD,2021-12-30,CLOSED,1410.7482793750996
ACCOUNT__0000150,CUSTOMER_0000050,BRANCH_I_0000019,SAVINGS,AUD,2021-06-09,BLOCKED,11604.41176214724
ACCOUNT__0000151,CUSTOMER_0000048,BRANCH_I_0000015,SAVINGS,GBP,2020-08-07,BLOCKED,1965.5958041678741
ACCOUNT__0000152,CUSTOMER_0000084,BRANCH_I_0000009,CHECKING,HKD,2017-10-11,CLOSED,-1744.159134229502
ACCOUNT__0000153,CUSTOMER_0000067,BRANCH_I_0000013,SAVINGS,USD,2019-02-03,CLOSED,2809.779467098283
ACCOUNT__0000154,CUSTOMER_0000079,BRANCH_I_0000010,LOAN,USD,2018-05-23,ACTIVE,2910.7469917944536
ACCOUNT__0000155,CUSTOMER_0000092,BRANCH_I_0000015,SAVINGS,EUR,2019-06-04,CLOSED,1079.9426579248793
ACCOUNT__0000156,CUSTOMER_0000009,BRANCH_I_0000018,CREDIT,EUR,2018-07-07,CLOSED,7417.366346181763
ACCOUNT__0000157,CUSTOMER_0000090,BRANCH_I_0000006,CREDIT,GBP,2018-04-24,ACTIVE,8861.149288194963
ACCOUNT__0000158,CUSTOMER_0000031,BRANCH_I_0000016,SAVINGS,USD,2020-11-03,BLOCKED,3179.6021876043087
ACCOUNT__0000159,CUSTOMER_0000071,BRANCH_I_0000005,SAVINGS,USD,2019-11-12,CLOSED,7580.219048087591
ACCOUNT__0000160,CUSTOMER_0000068,BRANCH_I_0000014,LOAN,EUR,2018-01-17,ACTIVE,12016.645301490902
ACCOUNT__0000161,CUSTOMER_0000083,BRANCH_I_0000003,LOAN,GBP,2020-07-13,BLOCKED,-2754.1443119622577
ACCOUNT__0000162,CUSTOMER_0000100,BRANCH_I_0000018,CHECKING,SGD,2018-05-10,BLOCKED,3800.1162628640577
ACCOUNT__0000163,CUSTOMER_0000008,BRANCH_I_0000004,CHECKING,USD,2018-07-16,BLOCKED,11357.912141183855
ACCOUNT__0000164,CUSTOMER_0000029,BRANCH_I_0000012,CREDIT,EUR,2019-01-14,ACTIVE,6113.499099285553
ACCOUNT__0000165,CUSTOMER_0000071,BRANCH_I_0000009,CHECKING,AUD,2021-01-28,CLOSED,-3365.00287953742
ACCOUNT__0000166,CUSTOMER_0000083,BRANCH_I_0000006,CHECKING,USD,2021-02-17,CLOSED,10785.01563958772
ACCOUNT__0000167,CUSTOMER_0000044,BRANCH_I_0000019,SAVINGS,EUR,2017-10-16,ACTIVE,-4204.418442401516
ACCOUNT__0000168,CUSTOMER_0000083,BRANCH_I_0000019,CREDIT,AUD,2021-12-06,CLOSED,2290.268714106808
ACCOUNT__0000169,CUSTOMER_0000082,BRANCH_I_0000001,LOAN,EUR,2020-09-09,BLOCKED,6233.377562771573
ACCOUNT__0000170,CUSTOMER_0000039,BRANCH_I_0000016,CHECKING,EUR,2021-06-21,BLOCKED,205.0927500204907
ACCOUNT__0000171,CUSTOMER_0000010,BRANCH_I_0000002,CHECKING,GBP,2020-05-06,BLOCKED,-1429.5972626405228
ACCOUNT__0000172,CUSTOMER_0000078,BRANCH_I_0000005,CREDIT,EUR,2019-06-03,CLOSED,12290.408965674073
ACCOUNT__0000173,CUSTOMER_0000045,BRANCH_I_0000013,CHECKING,SGD,2020-07-08,CLOSED,-3141.7811618407977
ACCOUNT__0000174,CUSTOMER_0000031,BRANCH_I_0000015,SAVINGS,USD,2019-01-08,ACTIVE,-3305.79608019
ACCOUNT__0000175,CUSTOMER_0000038,BRANCH_I_0000013,LOAN,USD,2018-07-12,BLOCKED,11340.651866864584
ACCOUNT__0000176,CUSTOMER_0000093,BRANCH_I_0000011,CHECKING,SGD,2020-06-04,CLOSED,3169.264560403636
ACCOUNT__0000177,CUSTOMER_0000040,BRANCH_I_0000016,SAVINGS,USD,2019-11-02,CLOSED,3001.53623832029
ACCOUNT__0000178,CUSTOMER_0000031,BRANCH_I_0000007,CREDIT,USD,2019-03-18,BLOCKED,5456.57849267826
ACCOUNT__0000179,CUSTOMER_0000084,BRANCH_I_0000016,CREDIT,GBP,2018-03-27,BLOCKED,-2656.138480134494
ACCOUNT__0000180,CUSTOMER_0000034,BRANCH_I_0000012,LOAN,USD,2019-11-17,ACTIVE,4979.928767918012
ACCOUNT__0000181,CUSTOMER_0000025,BRANCH_I_0000012,CREDIT,USD,2020-06-16,BLOCKED,8377.072007376692
ACCOUNT__0000182,CUSTOMER_0000036,BRANCH_I_0000020,SAVINGS,USD,2018-03-05,BLOCKED,1530.9708856843508
ACCOUNT__0000183,CUSTOMER_0000044,BRANCH_I_0000018,CREDIT,SGD,2018-09-30,CLOSED,3909.644033940687
ACCOUNT__0000184,CUSTOMER_0000065,BRANCH_I_0000002,SAVINGS,USD,2021-08-19,BLOCKED,9069.402465898711
ACCOUNT__0000185,CUSTOMER_0000067,BRANCH_I_0000015,CHECKING,AUD,2020-07-09,ACTIVE,739.4023336392092
ACCOUNT__0000186,CUSTOMER_0000079,BRANCH_I_0000011,CHECKING,USD,2021-02-01,CLOSED,9745.533728872246
ACCOUNT__0000187,CUSTOMER_0000076,BRANCH_I_0000011,LOAN,SGD,2019-04-24,BLOCKED,9275.604581766924
ACCOUNT__0000188,CUSTOMER_0000048,BRANCH_I_0000011,SAVINGS,HKD,2020-11-26,BLOCKED,8943.209243777575
ACCOUNT__0000189,CUSTOMER_0000093,BRANCH_I_0000001,LOAN,USD,2021-04-22,CLOSED,5108.6019276232
ACCOUNT__0000190,CUSTOMER_0000093,BRANCH_I_0000002,LOAN,USD,2021-02-27,CLOSED,5845.376596269065
ACCOUNT__0000191,CUSTOMER_0000049,BRANCH_I_0000005,CHECKING,USD,2021-07-23,ACTIVE,-1661.2742630287717
ACCOUNT__0000192,CUSTOMER_0000057,BRANCH_I_0000011,LOAN,USD,2021-07-03,ACTIVE,2181.604663147338
ACCOUNT__0000193,CUSTOMER_0000100,BRANCH_I_0000020,LOAN,EUR,2021-10-03,CLOSED,-3910.077494747441
ACCOUNT__0000194,CUSTOMER_0000018,BRANCH_I_0000017,CHECKING,GBP,2021-05-06,BLOCKED,4195.8501495006185
ACCOUNT__0000195,CUSTOMER_0000041,BRANCH_I_0000006,LOAN,HKD,2019-07-21,CLOSED,1200.0223012842234
ACCOUNT__0000196,CUSTOMER_0000099,BRANCH_I_0000009,LOAN,USD,2019-01-05,BLOCKED,4766.516389129572
ACCOUNT__0000197,CUSTOMER_0000029,BRANCH_I_0000010,CREDIT,SGD,2021-07-02,CLOSED,3557.553891451753
ACCOUNT__0000198,CUSTOMER_0000062,BRANCH_I_0000012,CREDIT,USD,2020-11-05,CLOSED,4505.8403472948685
ACCOUNT__0000199,CUSTOMER_0000051,BRANCH_I_0000012,CHECKING,USD,2019-03-31,CLOSED,-3616.984869827619
ACCOUNT__0000200,CUSTOMER_0000057,BRANCH_I_0000009,LOAN,USD,2020-08-26,BLOCKED,11327.918841207886
ACCOUNT__0000201,CUSTOMER_0000090,BRANCH_I_0000009,CHECKING,USD,2021-10-14,CLOSED,-812.5638459398187
ACCOUNT__0000202,CUSTOMER_0000007,BRANCH_I_0000017,CHECKING,AUD,2017-12-04,ACTIVE,2232.773905844526
ACCOUNT__0000203,CUSTOMER_0000092,BRANCH_I_0000016,SAVINGS,AUD,2018-05-27,ACTIVE,11879.078426444306
ACCOUNT__0000204,CUSTOMER_0000021,BRANCH_I_0000014,LOAN,GBP,2018-10-01,BLOCKED,620.4347870854172
ACCOUNT__0000205,CUSTOMER_0000083,BRANCH_I_0000002,SAVINGS,AUD,2018-12-07,CLOSED,7927.014139701121
ACCOUNT__0000206,CUSTOMER_0000005,BRANCH_I_0000006,LOAN,EUR,2018-08-14,ACTIVE,12450.506554048923
