LOAN_ID_0000021,CUSTOMER_0000015,ACCOUNT__0000157,11276.200627447746,3.079618403029207,2018-11-27,2026-01-28,DEFAULTED
LOAN_ID_0000022,CUSTOMER_0000028,ACCOUNT__0000105,13155.272172418865,5.6262430206336305,2020-10-22,2024-08-20,DEFAULTED
LOAN_ID_0000023,CUSTOMER_0000094,ACCOUNT__0000073,16053.887301130047,5.338912036749421,2019-11-05,2025-03-12,DEFAULTED
LOAN_ID_0000024,CUSTOMER_0000068,ACCOUNT__0000023,7481.39871896232,3.2103851735148385,2018-11-10,2026-05-09,DEFAULTED
LOAN_ID_0000025,CUSTOMER_0000080,ACCOUNT__0000139,3535.1623487974393,5.291652551353854,2017-10-12,2022-04-20,CLOSED
LOAN_ID_0000026,CUSTOMER_0000085,ACCOUNT__0000139,15428.141896543035,6.195040731209154,2019-10-02,2026-10-10,ACTIVE
LOAN_ID_0000027,CUSTOMER_0000003,ACCOUNT__0000150,19414.503635662382,5.272939006632799,2019-01-11,2024-01-23,DEFAULTED
LOAN_ID_0000028,CUSTOMER_0000091,ACCOUNT__0000051,20125.505172844165,4.696317531419579,2021-01-29,2024-11-27,ACTIVE
LOAN_ID_0000029,CUSTOMER_0000024,ACCOUNT__0000102,12262.691045943138,4.602951917517233,2021-09-23,2022-01-18,ACTIVE
LOAN_ID_0000030,CUSTOMER_0000032,ACCOUNT__0000272,8446.086697314739,4.714764959193015,2021-11-27,2022-10-22,ACTIVE
LOAN_ID_0000031,CUSTOMER_0000045,ACCOUNT__0000181,9429.8735983074,4.058141740610575,2020-07-17,2023-06-22,ACTIVE
LOAN_ID_0000032,CUSTOMER_0000081,ACCOUNT__0000132,19634.206846727626,6.116407301275665,2017-11-24,2025-01-14,CLOSED
LOAN_ID_0000033,CUSTOMER_0000029,ACCOUNT__0000078,9164.829980544138,4.374963088328101,2018-07-03,2022-06-02,DEFAULTED
LOAN_ID_0000034,CUSTOMER_0000049,ACCOUNT__0000267,21231.811022169146,5.143569376725369,2021-03-29,2025-10-10,ACTIVE
LOAN_ID_0000035,CUSTOMER_0000054,ACCOUNT__0000124,13671.521782715681,4.492627489543558,2019-06-26,2025-04-27,CLOSED
LOAN_ID_0000036,CUSTOMER_0000058,ACCOUNT__0000278,5069.556579230477,5.283654261268808,2020-12-27,2024-12-17,DEFAULTED
LOAN_ID_0000037,CUSTOMER_0000026,ACCOUNT__0000071,8525.468725162562,5.467977357247852,2020-09-01,2027-01-10,ACTIVE
LOAN_ID_0000038,CUSTOMER_0000056,ACCOUNT__0000075,15296.51918406847,4.976955005600247,2018-08-14,2023-09-16,ACTIVE
LOAN_ID_0000039,CUSTOMER_0000072,ACCOUNT__0000273,20997.73050121285,3.4143555175101254,2019-07-07,2026-08-20,ACTIVE
LOAN_ID_0000040,CUSTOMER_0000094,ACCOUNT__0000016,17425.982745099107,6.080461650380016,2020-01-20,2024-03-26,CLOSED
LOAN_ID_0000041,CUSTOMER_0000057,ACCOUNT__0000141,5463.162587527959,3.6577676078207793,2018-06-21,2022-12-18,ACTIVE
LOAN_ID_0000042,CUSTOMER_0000098,ACCOUNT__0000137,14309.287969450206,5.143267075033409,2021-01-28,2023-03-25,ACTIVE
LOAN_ID_0000043,CUSTOMER_0000088,ACCOUNT__0000014,9505.59602342375,5.408494496564506,2020-05-28,2022-09-05,DEFAULTED
LOAN_ID_0000044,CUSTOMER_0000078,ACCOUNT__0000241,16384.372995544873,4.308857903956754,2019-11-27,2024-09-06,CLOSED
LOAN_ID_0000045,CUSTOMER_0000018,ACCOUNT__0000084,6268.566674830949,3.1128034362946604,2022-01-07,2022-01-04,CLOSED
LOAN_ID_0000046,CUSTOMER_0000053,ACCOUNT__0000114,16976.149902426543,6.458851961120349,2021-12-24,2023-01-27,ACTIVE
LOAN_ID_0000047,CUSTOMER_0000023,ACCOUNT__0000225,19409.015551452765,4.714800144788023,2019-07-22,2026-10-15,CLOSED
LOAN_ID_0000048,CUSTOMER_0000032,ACCOUNT__0000219,10394.901980729304,3.1463919626754135,2021-11-08,2026-07-20,CLOSED
LOAN_ID_0000049,CUSTOMER_0000093,ACCOUNT__0000161,10185.938819679208,6.286986966420989,2020-12-09,2025-04-04,DEFAULTED
LOAN_ID_0000050,CUSTOMER_0000068,ACCOUNT__0000020,12652.6572788631,4.5806335739728175,2017-12-20,2026-11-06,ACTIVE
LOAN_ID_0000051,CUSTOMER_0000067,ACCOUNT__0000276,10214.418334399888,5.573095285425936,2020-11-10,2024-02-06,DEFAULTED
LOAN_ID_0000052,CUSTOMER_0000098,ACCOUNT__0000026,6202.0816294699725,4.5384385615076095,2019-06-10,2026-04-07,CLOSED
LOAN_ID_0000053,CUSTOMER_0000060,ACCOUNT__0000086,10738.012557783608,5.145969977353624,2018-01-14,2025-10-18,DEFAULTED
LOAN_ID_0000054,CUSTOMER_0000019,ACCOUNT__0000238,18682.923336319473,4.5809433074037935,2021-10-13,2024-09-25,ACTIVE
LOAN_ID_0000055,CUSTOMER_0000024,ACCOUNT__0000300,20787.92792513517,5.436399496439284,2018-06-29,2024-02-18,CLOSED
LOAN_ID_0000056,CUSTOMER_0000042,ACCOUNT__0000231,2985.78619948128,4.5878825751401795,2021-09-23,2026-12-13,ACTIVE
LOAN_ID_0000057,CUSTOMER_0000059,ACCOUNT__0000047,7376.604734506146,5.421010999158155,2021-09-21,2026-05-24,ACTIVE
LOAN_ID_0000058,CUSTOMER_0000092,ACCOUNT__0000064,4278.229189859451,5.471793484485853,2021-04-15,2023-12-18,ACTIVE
LOAN_ID_0000059,CUSTOMER_0000068,ACCOUNT__0000197,16674.039799167203,6.413169989666585,2021-03-01,2022-10-28,CLOSED
LOAN_ID_0000060,CUSTOMER_0000071,ACCOUNT__0000195,3356.168627597959,3.5980974338418594,2019-08-12,2025-02-05,DEFAULTED
LOAN_ID_0000061,CUSTOMER_0000020,ACCOUNT__0000084,19441.961480824975,3.6260336763564402,2021-09-22,2022-03-20,CLOSED
LOAN_ID_0000062,CUSTOMER_0000040,ACCOUNT__0000159,16738.154068501986,6.363381397440313,2019-05-09,2025-06-09,ACTIVE
LOAN_ID_0000063,CUSTOMER_0000016,ACCOUNT__0000068,21228.46065056032,3.012365145079502,2022-01-09,2023-05-07,ACTIVE
LOAN_ID_0000064,CUSTOMER_0000059,ACCOUNT__0000255,19180.515600171115,4.902254058615051,2017-10-06,2025-05-03,CLOSED
LOAN_ID_0000065,CUSTOMER_0000031,ACCOUNT__0000112,13982.815380094029,4.664991964311039,2020-01-12,2024-05-27,ACTIVE
LOAN_ID_0000066,CUSTOMER_0000077,ACCOUNT__0000004,7271.906843053351,4.915695633541012,2021-03-17,2025-06-14,DEFAULTED
LOAN_ID_0000067,CUSTOMER_0000027,ACCOUNT__0000026,6104.379753701354,3.1927237830047983,2019-09-09,2022-02-18,ACTIVE
LOAN_ID_0000068,CUSTOMER_0000005,ACCOUNT__0000296,18841.281497955817,4.044545413247413,2018-03-23,2022-03-15,ACTIVE
LOAN_ID_0000069,CUSTOMER_0000054,ACCOUNT__0000092,5646.036934895548,3.9953319068164683,2021-06-09,2025-10-21,DEFAULTED
LOAN_ID_0000070,CUSTOMER_0000077,ACCOUNT__0000294,17852.497800904923,3.6209674357028785,2020-04-14,2026-02-16,DEFAULTED
LOAN_ID_0000071,CUSTOMER_0000047,ACCOUNT__0000019,4315.962612524507,4.047530685587796,2019-10-19,2026-12-17,CLOSED
LOAN_ID_0000072,CUSTOMER_0000009,ACCOUNT__0000219,18944.537786649063,3.2272405328222695,2020-05-16,2022-09-06,ACTIVE
LOAN_ID_0000073,CUSTOMER_0000089,ACCOUNT__0000141,8919.566275757017,4.448152682455344,2018-11-28,2025-10-30,ACTIVE
LOAN_ID_0000074,CUSTOMER_0000079,ACCOUNT__0000030,4631.393571508362,5.554049819169379,2021-04-05,2024-11-22,ACTIVE
LOAN_ID_0000075,CUSTOMER_0000062,ACCOUNT__0000148,10827.5452991759,5.967292894480451,2019-03-10,2024-11-15,DEFAULTED
LOAN_ID_0000076,CUSTOMER_0000080,ACCOUNT__0000182,20578.55467892741,5.150014932969363,2020-07-07,2024-11-03,DEFAULTED
LOAN_ID_0000077,CUSTOMER_0000081,ACCOUNT__0000255,12103.83684751106,3.6296753107966695,2021-02-24,2023-03-26,DEFAULTED
LOAN_ID_0000078,CUSTOMER_0000038,ACCOUNT__0000100,2530.8278859037086,3.083953791313616,2021-03-28,2026-05-24,ACTIVE
LOAN_ID_0000079,CUSTOMER_0000095,ACCOUNT__0000107,18091.50484948237,6.496454525375458,2020-01-20,2022-03-08,CLOSED
LOAN_ID_0000080,CUSTOMER_0000045,ACCOUNT__0000287,18217.848598445347,3.7431827674771876,2021-04-28,2023-01-21,DEFAULTED
